"Key","Injected Version","Opening Version","Fixed Version","Affected Version List"
"OPENJPA-42","0.9.0","0.9.6","0.9.6","0.9.0"
"OPENJPA-58","0.9.0","0.9.6","0.9.6","0.9.0"
"OPENJPA-59","0.9.0","0.9.6","0.9.6","0.9.0"
"OPENJPA-67","0.9.0","0.9.6","0.9.6","0.9.0"
"OPENJPA-68","0.9.0","0.9.6","0.9.6","0.9.0"
"OPENJPA-70","0.9.0","0.9.6","0.9.6","0.9.0"
"OPENJPA-74","0.9.0","0.9.6","0.9.6","0.9.0"
"OPENJPA-73","0.9.0","0.9.6","0.9.6","0.9.0"
"OPENJPA-76","0.9.0","0.9.6","0.9.6","0.9.0"
"OPENJPA-90","0.9.0","0.9.7","0.9.7","0.9.0 0.9.6"
"OPENJPA-77","0.9.0","0.9.6","0.9.7","0.9.0 0.9.6"
"OPENJPA-100","0.9.0","0.9.7","0.9.7","0.9.0 0.9.6"
"OPENJPA-104","0.9.0","0.9.7","0.9.7","0.9.0 0.9.6"
"OPENJPA-102","0.9.0","0.9.7","0.9.7","0.9.0 0.9.6"
"OPENJPA-103","0.9.0","0.9.7","0.9.7","0.9.0 0.9.6"
"OPENJPA-107","0.9.0","0.9.7","0.9.7","0.9.0 0.9.6"
"OPENJPA-109","0.9.0","0.9.7","0.9.7","0.9.0 0.9.6"
"OPENJPA-116","0.9.0","0.9.7","0.9.7","0.9.0 0.9.6"
"OPENJPA-118","0.9.0","0.9.7","0.9.7","0.9.0 0.9.6"
"OPENJPA-122","0.9.0","0.9.7","0.9.7","0.9.0 0.9.6"
"OPENJPA-115","0.9.0","0.9.7","0.9.7","0.9.0 0.9.6"
"OPENJPA-119","0.9.0","0.9.7","0.9.7","0.9.0 0.9.6"
"OPENJPA-98","0.9.0","0.9.7","0.9.7","0.9.0 0.9.6"
"OPENJPA-60","0.9.0","0.9.6","0.9.7","0.9.0 0.9.6"
"OPENJPA-133","0.9.0","0.9.7","0.9.7","0.9.0 0.9.6"
"OPENJPA-140","0.9.0","0.9.7","0.9.7","0.9.0 0.9.6"
"OPENJPA-144","0.9.0","0.9.7","0.9.7","0.9.0 0.9.6"
"OPENJPA-154","0.9.0","0.9.7","0.9.7","0.9.0 0.9.6"
"OPENJPA-155","0.9.0","0.9.7","0.9.7","0.9.0 0.9.6"
"OPENJPA-146","0.9.0","0.9.7","0.9.7","0.9.0 0.9.6"
"OPENJPA-150","0.9.0","0.9.7","0.9.7","0.9.0 0.9.6"
"OPENJPA-157","0.9.0","0.9.7","0.9.7","0.9.0 0.9.6"
"OPENJPA-139","0.9.0","0.9.7","0.9.7","0.9.0 0.9.6"
"OPENJPA-110","0.9.0","0.9.7","0.9.7","0.9.0 0.9.6"
"OPENJPA-62","0.9.0","0.9.6","0.9.7","0.9.0 0.9.6"
"OPENJPA-56","0.9.0","0.9.6","0.9.7","0.9.0 0.9.6"
"OPENJPA-54","0.9.0","0.9.6","0.9.7","0.9.0 0.9.6"
"OPENJPA-53","0.9.0","0.9.6","0.9.7","0.9.0 0.9.6"
"OPENJPA-50","0.9.0","0.9.6","0.9.7","0.9.0 0.9.6"
"OPENJPA-48","0.9.0","0.9.6","0.9.7","0.9.0 0.9.6"
"OPENJPA-41","0.9.0","0.9.6","0.9.7","0.9.0 0.9.6"
"OPENJPA-162","0.9.6","0.9.7","0.9.7","0.9.6"
"OPENJPA-80","0.9.0","0.9.6","0.9.7","0.9.0 0.9.6"
"OPENJPA-121","0.9.0","0.9.7","0.9.7","0.9.0 0.9.6"
"OPENJPA-71","0.9.0","0.9.6","0.9.7","0.9.0 0.9.6"
"OPENJPA-46","0.9.0","0.9.6","0.9.7","0.9.0 0.9.6"
"OPENJPA-142","0.9.0","0.9.7","0.9.7","0.9.0 0.9.6"
"OPENJPA-35","0.9.0","0.9.6","0.9.7","0.9.0 0.9.6"
"OPENJPA-174","0.9.6","0.9.7","0.9.7","0.9.6"
"OPENJPA-132","0.9.0","0.9.7","0.9.7","0.9.0 0.9.6"
"OPENJPA-175","0.9.0","0.9.7","0.9.7","0.9.0 0.9.6"
"OPENJPA-185","0.9.0","0.9.7","0.9.7","0.9.0 0.9.6"
"OPENJPA-179","0.9.6","0.9.7","0.9.7","0.9.6 0.9.7"
"OPENJPA-208","0.9.6","0.9.7","0.9.7","0.9.6"
"OPENJPA-134","0.9.0","0.9.7","0.9.7","0.9.0 0.9.6"
"OPENJPA-219","0.9.0","0.9.7","0.9.7","0.9.0 0.9.6 0.9.7"
"OPENJPA-228","0.9.6","0.9.7","0.9.7","0.9.6 0.9.7"
"OPENJPA-229","0.9.0","0.9.7","0.9.7","0.9.0 0.9.6 0.9.7"
"OPENJPA-173","0.9.6","0.9.7","1.0.0","0.9.6"
"OPENJPA-83","0.9.0","0.9.6","1.0.0","0.9.0 0.9.6 0.9.7"
"OPENJPA-233","0.9.7","1.0.0","1.0.0","0.9.7"
"OPENJPA-237","0.9.7","1.0.0","1.0.0","0.9.7"
"OPENJPA-148","0.9.6","0.9.7","1.0.0","0.9.6 0.9.7"
"OPENJPA-230","0.9.0","1.0.0","1.0.0","0.9.0 0.9.6 0.9.7"
"OPENJPA-248","0.9.7","1.0.0","1.0.0","0.9.7"
"OPENJPA-61","0.9.0","0.9.6","1.0.0","0.9.0 0.9.6 0.9.7"
"OPENJPA-269","0.9.6","1.0.0","1.0.0","0.9.6 0.9.7"
"OPENJPA-278","0.9.0","1.0.0","1.0.0","0.9.0 0.9.6 0.9.7"
"OPENJPA-274","0.9.0","1.0.0","1.0.0","0.9.0 0.9.6 0.9.7"
"OPENJPA-283","0.9.6","1.0.0","1.0.0","0.9.6 0.9.7"
"OPENJPA-287","0.9.7","1.0.0","1.0.0","0.9.7"
"OPENJPA-261","0.9.7","1.0.0","1.0.0","0.9.7"
"OPENJPA-296","0.9.0","1.0.0","1.0.0","0.9.0 0.9.6 0.9.7"
"OPENJPA-304","0.9.7","1.0.0","1.0.0","0.9.7"
"OPENJPA-177","0.9.6","0.9.7","1.0.0","0.9.6"
"OPENJPA-303","0.9.7","1.0.0","1.0.0","0.9.7 1.0.0"
"OPENJPA-281","0.9.7","1.0.0","1.0.0","0.9.7"
"OPENJPA-272","0.9.7","1.0.0","1.0.0","0.9.7"
"OPENJPA-308","0.9.0","1.0.0","1.0.0","0.9.0 0.9.6 0.9.7"
"OPENJPA-203","0.9.0","0.9.7","1.0.0","0.9.0 0.9.6"
"OPENJPA-295","0.9.6","1.0.0","1.0.0","0.9.6"
"OPENJPA-311","0.9.0","1.0.0","1.0.0","0.9.0 0.9.6 0.9.7 1.0.0"
"OPENJPA-313","0.9.6","1.0.0","1.0.0","0.9.6 0.9.7"
"OPENJPA-143","0.9.6","0.9.7","1.0.0","0.9.6 0.9.7"
"OPENJPA-320","0.9.7","1.0.0","1.0.0","0.9.7"
"OPENJPA-314","0.9.6","1.0.0","1.0.0","0.9.6 0.9.7"
"OPENJPA-321","0.9.7","1.0.0","1.0.0","0.9.7"
"OPENJPA-256","0.9.6","1.0.0","1.0.0","0.9.6 0.9.7"
"OPENJPA-325","0.9.0","1.0.0","1.0.0","0.9.0 0.9.6 0.9.7"
"OPENJPA-282","0.9.7","1.0.0","1.0.1","0.9.7 1.0.0"
"OPENJPA-315","0.9.7","1.0.0","1.0.1","0.9.7 1.0.0"
"OPENJPA-346","1.0.0","1.0.1","1.0.1","1.0.0"
"OPENJPA-347","1.0.0","1.0.1","1.0.1","1.0.0"
"OPENJPA-343","0.9.7","1.0.1","1.0.1","0.9.7 1.0.0"
"OPENJPA-355","1.0.0","1.0.1","1.0.1","1.0.0"
"OPENJPA-356","0.9.0","1.0.1","1.0.1","0.9.0 0.9.6 0.9.7 1.0.0"
"OPENJPA-363","0.9.0","1.0.1","1.0.1","0.9.0 0.9.6 0.9.7 1.0.0"
"OPENJPA-361","1.0.0","1.0.1","1.0.1","1.0.0"
"OPENJPA-339","0.9.7","1.0.0","1.0.1","0.9.7"
"OPENJPA-353","1.0.0","1.0.1","1.0.1","1.0.0"
"OPENJPA-360","1.0.0","1.0.1","1.0.1","1.0.0 1.0.1 1.1.0"
"OPENJPA-358","0.9.7","1.0.1","1.0.1","0.9.7 1.0.0"
"OPENJPA-357","0.9.7","1.0.1","1.0.1","0.9.7 1.0.0"
"OPENJPA-379","0.9.0","1.0.1","1.0.1","0.9.0 0.9.6 0.9.7 1.0.0"
"OPENJPA-380","0.9.0","1.0.1","1.0.1","0.9.0 0.9.6 0.9.7 1.0.0"
"OPENJPA-378","1.0.0","1.0.1","1.0.1","1.0.0 1.0.1 1.1.0"
"OPENJPA-375","1.0.0","1.0.1","1.0.1","1.0.0 1.0.1 1.1.0"
"OPENJPA-326","0.9.7","1.0.0","1.0.1","0.9.7"
"OPENJPA-385","1.0.0","1.0.1","1.0.1","1.0.0 1.0.1 1.1.0"
"OPENJPA-387","1.0.0","1.0.1","1.0.1","1.0.0"
"OPENJPA-389","1.0.0","1.0.1","1.0.1","1.0.0 1.0.1 1.1.0"
"OPENJPA-368","0.9.7","1.0.1","1.0.1","0.9.7 1.0.0"
"OPENJPA-395","1.0.0","1.0.1","1.0.1","1.0.0 1.0.1 1.1.0"
"OPENJPA-397","1.0.0","1.0.1","1.0.1","1.0.0"
"OPENJPA-396","1.0.0","1.0.1","1.0.1","1.0.0 1.0.1 1.1.0"
"OPENJPA-369","1.0.0","1.0.1","1.0.1","1.0.0"
"OPENJPA-405","0.9.7","1.0.1","1.0.1","0.9.7 1.0.0"
"OPENJPA-409","1.0.0","1.0.1","1.0.1","1.0.0 1.0.1 1.1.0"
"OPENJPA-416","0.9.6","1.0.1","1.0.1","0.9.6 0.9.7 1.0.0"
"OPENJPA-113","0.9.0","0.9.7","1.0.1","0.9.0 0.9.6 0.9.7 1.0.0"
"OPENJPA-422","1.0.0","1.0.1","1.0.1","1.0.0"
"OPENJPA-423","0.9.6","1.0.1","1.0.1","0.9.6 0.9.7 1.0.0"
"OPENJPA-421","1.0.0","1.0.1","1.0.1","1.0.0 1.0.1 1.1.0"
"OPENJPA-410","1.0.0","1.0.1","1.0.1","1.0.0 1.0.1 1.1.0"
"OPENJPA-413","1.0.0","1.0.1","1.0.1","1.0.0"
"OPENJPA-388","1.0.0","1.0.1","1.0.1","1.0.0"
"OPENJPA-367","1.0.0","1.0.1","1.0.1","1.0.0"
"OPENJPA-439","0.9.0","1.0.2","1.0.2","0.9.0 0.9.6 0.9.7 1.0.0 1.0.1 1.0.2 1.1.0"
"OPENJPA-427","1.0.0","1.0.1","1.0.2","1.0.0 1.1.0"
"OPENJPA-446","1.0.1","1.0.2","1.0.2","1.0.1"
"OPENJPA-440","1.0.0","1.0.2","1.0.2","1.0.0 1.1.0"
"OPENJPA-452","1.0.0","1.0.2","1.0.2","1.0.0 1.0.1"
"OPENJPA-471","1.0.1","1.0.2","1.0.2","1.0.1"
"OPENJPA-472","1.0.1","1.0.2","1.0.2","1.0.1"
"OPENJPA-489","1.0.0","1.0.2","1.0.2","1.0.0 1.0.1"
"OPENJPA-437","1.0.0","1.0.1","1.0.2","1.0.0 1.0.1 1.0.2 1.1.0"
"OPENJPA-245","0.9.6","1.0.0","1.0.2","0.9.6 0.9.7"
"OPENJPA-455","1.0.0","1.0.2","1.0.2","1.0.0 1.0.1"
"OPENJPA-329","0.9.6","1.0.0","1.0.2","0.9.6 0.9.7 1.0.0 1.0.1"
"OPENJPA-251","0.9.7","1.0.0","1.0.2","0.9.7"
"OPENJPA-331","0.9.7","1.0.0","1.0.2","0.9.7 1.0.0"
"OPENJPA-366","1.0.0","1.0.1","1.0.2","1.0.0"
"OPENJPA-258","0.9.6","1.0.0","1.0.2","0.9.6"
"OPENJPA-420","1.0.0","1.0.1","1.0.2","1.0.0"
"OPENJPA-508","1.0.0","1.0.2","1.0.2","1.0.0 1.0.1"
"OPENJPA-419","0.9.0","1.0.1","1.0.2","0.9.0 0.9.6 0.9.7 1.0.0"
"OPENJPA-401","1.0.0","1.0.1","1.0.2","1.0.0"
"OPENJPA-511","1.0.1","1.0.2","1.0.2","1.0.1"
"OPENJPA-516","1.0.0","1.0.2","1.0.2","1.0.0 1.0.1 1.0.2"
"OPENJPA-512","0.9.0","1.0.2","1.1.0","0.9.0 0.9.6 0.9.7 1.0.0 1.0.1"
"OPENJPA-518","1.0.1","1.0.2","1.1.0","1.0.1"
"OPENJPA-484","1.0.1","1.0.2","1.1.0","1.0.1 1.1.0"
"OPENJPA-359","1.0.0","1.0.1","1.1.0","1.0.0"
"OPENJPA-535","1.0.2","1.1.0","1.1.0","1.0.2"
"OPENJPA-537","1.0.0","1.1.0","1.1.0","1.0.0 1.0.1 1.0.2"
"OPENJPA-528","1.0.1","1.1.0","1.1.0","1.0.1 1.0.2"
"OPENJPA-543","1.0.0","1.1.0","1.1.0","1.0.0 1.0.1 1.0.2"
"OPENJPA-542","1.0.0","1.1.0","1.1.0","1.0.0 1.0.1 1.0.2"
"OPENJPA-540","1.0.0","1.1.0","1.1.0","1.0.0 1.0.1 1.0.2 1.0.3 1.1.0"
"OPENJPA-552","1.0.2","1.1.0","1.1.0","1.0.2 1.0.3 1.1.0"
"OPENJPA-554","1.0.2","1.1.0","1.1.0","1.0.2"
"OPENJPA-547","1.0.1","1.1.0","1.1.0","1.0.1 1.0.2"
"OPENJPA-565","1.0.2","1.1.0","1.1.0","1.0.2 1.0.3 1.1.0"
"OPENJPA-536","1.0.2","1.1.0","1.1.0","1.0.2 1.0.3"
"OPENJPA-567","1.0.2","1.1.0","1.1.0","1.0.2"
"OPENJPA-576","1.0.1","1.1.0","1.1.0","1.0.1 1.0.2"
"OPENJPA-392","0.9.0","1.0.1","1.1.0","0.9.0 0.9.6 0.9.7 1.0.0"
"OPENJPA-588","1.0.1","1.1.0","1.1.0","1.0.1 1.0.2"
"OPENJPA-590","1.0.1","1.1.0","1.1.0","1.0.1 1.0.2"
"OPENJPA-594","1.0.1","1.1.0","1.1.0","1.0.1 1.0.2"
"OPENJPA-255","0.9.7","1.0.0","1.1.0","0.9.7 1.0.0"
"OPENJPA-231","0.9.7","1.0.0","1.1.0","0.9.7"
"OPENJPA-589","1.0.1","1.1.0","1.1.0","1.0.1 1.0.2"
"OPENJPA-504","1.0.1","1.0.2","1.1.0","1.0.1 1.0.2"
"OPENJPA-605","1.0.1","1.1.0","1.1.0","1.0.1 1.0.2"
"OPENJPA-607","1.0.2","1.0.3","1.0.3","1.0.2 1.1.0"
"OPENJPA-596","1.0.2","1.1.0","1.0.3","1.0.2 1.1.0"
"OPENJPA-614","1.0.2","1.0.3","1.0.3","1.0.2 1.1.0"
"OPENJPA-612","1.0.2","1.0.3","1.0.3","1.0.2 1.1.0"
"OPENJPA-617","1.0.2","1.0.3","1.0.3","1.0.2 1.1.0"
"OPENJPA-618","1.1.0","1.0.3","1.0.3","1.1.0"
"OPENJPA-586","1.0.2","1.1.0","1.0.3","1.0.2 1.1.0"
"OPENJPA-630","1.0.2","1.0.3","1.0.3","1.0.2 1.1.0"
"OPENJPA-632","1.0.1","1.0.3","1.0.3","1.0.1 1.0.2"
"OPENJPA-527","1.0.2","1.1.0","1.0.3","1.0.2"
"OPENJPA-533","1.0.0","1.1.0","1.0.3","1.0.0"
"OPENJPA-112","0.9.0","0.9.7","1.0.3","0.9.0 0.9.6 0.9.7 1.0.0 1.0.1 1.0.2 1.1.0"
"OPENJPA-566","1.0.2","1.1.0","1.0.3","1.0.2"
"OPENJPA-495","1.0.0","1.0.2","1.0.3","1.0.0 1.0.1 1.0.2 1.1.0"
"OPENJPA-509","1.0.0","1.0.2","1.0.3","1.0.0 1.0.1 1.0.2 1.1.0"
"OPENJPA-524","1.0.2","1.1.0","1.0.3","1.0.2"
"OPENJPA-625","1.1.0","1.0.3","1.0.3","1.1.0"
"OPENJPA-642","1.0.2","1.0.3","1.0.3","1.0.2 1.1.0"
"OPENJPA-647","1.1.0","1.0.3","1.0.3","1.1.0"
"OPENJPA-657","1.0.2","1.0.3","1.0.3","1.0.2 1.1.0"
"OPENJPA-654","1.1.0","1.0.3","1.0.3","1.1.0"
"OPENJPA-659","1.1.0","1.0.3","1.0.3","1.1.0"
"OPENJPA-462","0.9.7","1.0.2","1.0.3","0.9.7"
"OPENJPA-458","1.0.1","1.0.2","1.0.3","1.0.1"
"OPENJPA-340","0.9.6","1.0.1","1.0.3","0.9.6 0.9.7 1.0.0 1.0.1 1.0.2 1.1.0"
"OPENJPA-349","1.0.0","1.0.1","1.0.3","1.0.0"
"OPENJPA-365","0.9.6","1.0.1","1.0.3","0.9.6 0.9.7 1.0.0 1.0.1 1.0.2 1.1.0"
"OPENJPA-286","0.9.7","1.0.0","1.0.3","0.9.7 1.0.0 1.1.0"
"OPENJPA-470","0.9.0","1.0.2","1.0.3","0.9.0 0.9.6 0.9.7 1.0.0 1.0.1"
"OPENJPA-494","1.0.0","1.0.2","1.0.3","1.0.0 1.0.1 1.1.0"
"OPENJPA-662","1.1.0","1.0.3","1.2.0","1.1.0 1.0.3"
"OPENJPA-664","1.1.0","1.2.0","1.2.0","1.1.0 1.0.3"
"OPENJPA-660","1.0.0","1.0.3","1.2.0","1.0.0 1.0.1 1.0.2 1.0.3 1.0.4 1.1.0 1.2.0"
"OPENJPA-619","1.1.0","1.0.3","1.2.0","1.1.0"
"OPENJPA-669","0.9.6","1.2.0","1.2.0","0.9.6 0.9.7 1.0.0 1.0.1 1.0.2 1.0.3 1.1.0"
"OPENJPA-44","0.9.0","0.9.6","1.2.0","0.9.0 0.9.6 0.9.7 1.0.0 1.0.1 1.0.2 1.1.0 1.0.3"
"OPENJPA-393","1.0.0","1.0.1","1.2.0","1.0.0"
"OPENJPA-485","0.9.7","1.0.2","1.2.0","0.9.7 1.0.0 1.0.1 1.0.2 1.1.0 1.0.3"
"OPENJPA-75","0.9.0","0.9.6","1.2.0","0.9.0 0.9.6 0.9.7 1.0.0 1.0.1 1.0.2 1.1.0 1.0.3"
"OPENJPA-424","1.0.0","1.0.1","1.2.0","1.0.0"
"OPENJPA-550","1.0.2","1.1.0","1.2.0","1.0.2"
"OPENJPA-497","1.0.1","1.0.2","1.2.0","1.0.1"
"OPENJPA-457","0.9.7","1.0.2","1.2.0","0.9.7 1.0.0 1.0.1"
"OPENJPA-438","1.0.0","1.0.2","1.2.0","1.0.0"
"OPENJPA-425","1.0.0","1.0.1","1.2.0","1.0.0"
"OPENJPA-434","1.0.0","1.0.1","1.2.0","1.0.0"
"OPENJPA-665","1.1.0","1.2.0","1.2.0","1.1.0 1.0.3"
"OPENJPA-628","1.1.0","1.0.3","1.2.0","1.1.0"
"OPENJPA-674","1.1.0","1.2.0","1.2.0","1.1.0 1.0.3"
"OPENJPA-678","1.1.0","1.2.0","2.0.0-M1","1.1.0"
"OPENJPA-700","1.0.3","2.0.0-M1","2.0.0-M1","1.0.3 1.2.0"
"OPENJPA-698","1.0.3","2.0.0-M1","2.0.0-M1","1.0.3 1.2.0"
"OPENJPA-692","1.0.3","1.2.0","2.0.0-M1","1.0.3 1.2.0"
"OPENJPA-693","1.0.3","2.0.0-M1","2.0.0-M1","1.0.3 1.2.0"
"OPENJPA-702","1.0.3","2.0.0-M1","2.0.0-M1","1.0.3 1.2.0"
"OPENJPA-705","1.0.3","2.0.0-M1","2.0.0-M1","1.0.3 1.2.0"
"OPENJPA-699","1.0.0","2.0.0-M1","2.0.0-M1","1.0.0"
"OPENJPA-710","1.0.0","2.0.0-M1","2.0.0-M1","1.0.0 1.0.1 1.0.2 1.0.3 1.0.4 1.1.0 1.2.0 1.2.1"
"OPENJPA-695","1.2.0","2.0.0-M1","2.0.0-M1","1.2.0"
"OPENJPA-711","1.2.0","2.0.0-M1","2.0.0-M1","1.2.0"
"OPENJPA-713","1.0.3","2.0.0-M1","2.0.0-M1","1.0.3 1.2.0"
"OPENJPA-727","1.0.3","2.0.0-M1","2.0.0-M1","1.0.3 1.2.0"
"OPENJPA-724","1.2.0","2.0.0-M1","2.0.0-M1","1.2.0"
"OPENJPA-650","1.0.2","1.0.3","2.0.0-M1","1.0.2 1.0.3 1.1.0 1.2.0"
"OPENJPA-715","1.0.0","2.0.0-M1","2.0.0-M1","1.0.0 1.1.0 1.2.0"
"OPENJPA-180","0.9.0","0.9.7","2.0.0-M1","0.9.0 0.9.6 0.9.7 1.0.0 1.1.0"
"OPENJPA-91","0.9.0","0.9.7","2.0.0-M1","0.9.0 0.9.6 0.9.7 1.0.0 1.0.1 1.0.2 1.1.0 1.0.3 1.2.0"
"OPENJPA-685","1.0.3","1.2.0","2.0.0-M1","1.0.3 1.2.0"
"OPENJPA-719","1.0.3","2.0.0-M1","2.0.0-M1","1.0.3 1.0.4 1.1.0 1.2.0 1.2.1"
"OPENJPA-731","1.2.0","2.0.0-M1","2.0.0-M1","1.2.0 1.2.1"
"OPENJPA-493","1.0.0","1.0.2","2.0.0-M1","1.0.0 1.0.1"
"OPENJPA-733","1.2.0","2.0.0-M1","2.0.0-M1","1.2.0"
"OPENJPA-743","1.2.0","2.0.0-M1","2.0.0-M1","1.2.0"
"OPENJPA-745","1.2.0","2.0.0-M1","2.0.0-M1","1.2.0"
"OPENJPA-750","1.0.3","2.0.0-M1","2.0.0-M1","1.0.3 1.2.0"
"OPENJPA-751","1.0.3","2.0.0-M1","2.0.0-M1","1.0.3 1.2.0"
"OPENJPA-762","1.2.0","2.0.0-M1","2.0.0-M1","1.2.0"
"OPENJPA-580","1.0.0","1.1.0","2.0.0-M1","1.0.0 1.0.1 1.0.2 1.1.0 1.0.3 1.2.0"
"OPENJPA-764","1.0.3","2.0.0-M1","2.0.0-M1","1.0.3 1.2.0"
"OPENJPA-755","1.0.3","2.0.0-M1","2.0.0-M1","1.0.3 1.2.0"
"OPENJPA-815","1.0.3","2.0.0-M1","2.0.0-M1","1.0.3 1.2.0"
"OPENJPA-795","1.2.0","2.0.0-M1","2.0.0-M1","1.2.0"
"OPENJPA-824","1.0.3","2.0.0-M1","2.0.0-M1","1.0.3 1.2.0"
"OPENJPA-777","1.2.0","2.0.0-M1","2.0.0-M1","1.2.0 1.2.1 2.0.0-M2"
"OPENJPA-835","1.2.0","2.0.0-M1","2.0.0-M1","1.2.0 1.2.1 2.0.0-M2"
"OPENJPA-557","1.0.2","1.1.0","2.0.0-M1","1.0.2"
"OPENJPA-853","1.2.0","2.0.0-M1","2.0.0-M1","1.2.0"
"OPENJPA-836","1.2.0","2.0.0-M1","2.0.0-M1","1.2.0"
"OPENJPA-864","1.0.3","2.0.0-M1","2.0.0-M1","1.0.3 1.2.0"
"OPENJPA-863","1.2.0","2.0.0-M1","2.0.0-M1","1.2.0 2.0.0-M2"
"OPENJPA-860","1.2.0","2.0.0-M1","2.0.0-M1","1.2.0"
"OPENJPA-872","1.2.0","2.0.0-M1","2.0.0-M1","1.2.0"
"OPENJPA-838","1.2.0","2.0.0-M1","1.2.1","1.2.0"
"OPENJPA-873","1.2.0","2.0.0-M1","1.2.1","1.2.0"
"OPENJPA-917","1.2.0","1.2.1","1.2.1","1.2.0"
"OPENJPA-925","1.2.0","1.2.1","1.2.1","1.2.0 1.2.1 2.0.0-M1 2.0.0-M2"
"OPENJPA-912","1.2.0","1.2.1","1.2.1","1.2.0 1.2.1 2.0.0-M1 2.0.0-M2"
"OPENJPA-845","1.2.0","2.0.0-M1","1.2.1","1.2.0 2.0.0-M1"
"OPENJPA-884","1.2.0","1.2.1","1.2.1","1.2.0 1.2.1 2.0.0-M1 2.0.0-M2"
"OPENJPA-898","1.2.0","1.2.1","1.2.1","1.2.0"
"OPENJPA-916","1.1.0","1.2.1","1.2.1","1.1.0 1.2.0 2.0.0-M2"
"OPENJPA-955","1.2.0","1.2.1","1.2.1","1.2.0"
"OPENJPA-866","1.2.0","2.0.0-M1","1.2.1","1.2.0 2.0.0-M2"
"OPENJPA-913","1.2.0","1.2.1","1.2.1","1.2.0"
"OPENJPA-811","1.2.0","2.0.0-M1","1.2.1","1.2.0 2.0.0-M2"
"OPENJPA-970","1.2.0","1.2.1","1.2.1","1.2.0"
"OPENJPA-981","2.0.0-M1","1.2.1","2.0.0-M2","2.0.0-M1 1.2.1"
"OPENJPA-896","1.0.3","1.2.1","2.0.0-M2","1.0.3 1.1.0 1.2.0"
"OPENJPA-679","1.0.2","1.2.0","2.0.0-M2","1.0.2 1.1.0 1.0.3 1.2.0 2.0.0-M1 1.2.1"
"OPENJPA-354","0.9.0","1.0.1","2.0.0-M2","0.9.0 0.9.6 0.9.7 1.0.0"
"OPENJPA-887","2.0.0-M1","1.2.1","2.0.0-M2","2.0.0-M1 2.0.0-M2"
"OPENJPA-573","1.0.2","1.1.0","2.0.0-M2","1.0.2 1.1.0"
"OPENJPA-947","1.0.3","1.2.1","2.0.0-M2","1.0.3 1.1.0 1.2.0"
"OPENJPA-883","1.2.0","1.2.1","2.0.0-M2","1.2.0 1.2.1 2.0.0-M1 2.0.0-M2"
"OPENJPA-218","0.9.6","0.9.7","2.0.0-M2","0.9.6 0.9.7"
"OPENJPA-1006","1.2.1","2.0.0-M2","2.0.0-M2","1.2.1 2.0.0-M2"
"OPENJPA-933","1.2.0","1.2.1","2.0.0-M2","1.2.0 2.0.0-M2"
"OPENJPA-1025","1.2.1","2.0.0-M2","2.0.0-M2","1.2.1 2.0.0-M2"
"OPENJPA-207","0.9.6","0.9.7","2.0.0-M2","0.9.6"
"OPENJPA-862","1.2.0","2.0.0-M1","2.0.0-M2","1.2.0"
"OPENJPA-1031","2.0.0-M1","2.0.0-M2","2.0.0-M2","2.0.0-M1 1.2.1"
"OPENJPA-1039","2.0.0-M1","2.0.0-M2","2.0.0-M2","2.0.0-M1 1.2.1"
"OPENJPA-1070","1.2.1","2.0.0-M2","2.0.0-M2","1.2.1 2.0.0-M2"
"OPENJPA-1051","1.0.0","2.0.0-M2","2.0.0-M2","1.0.0 2.0.0-M2"
"OPENJPA-1099","1.1.0","2.0.0-M2","2.0.0-M2","1.1.0 1.2.0 1.2.1"
"OPENJPA-1067","1.0.3","2.0.0-M2","2.0.0-M2","1.0.3 1.2.1 2.0.0-M2"
"OPENJPA-1054","2.0.0-M1","2.0.0-M2","2.0.0-M2","2.0.0-M1 1.2.1"
"OPENJPA-1127","1.2.1","2.0.0-M3","2.0.0-M3","1.2.1 2.0.0"
"OPENJPA-932","1.2.0","1.2.1","2.0.0-M3","1.2.0 2.0.0-M1 2.0.0-M2"
"OPENJPA-1061","1.2.0","2.0.0-M2","2.0.0-M3","1.2.0 1.2.1"
"OPENJPA-1168","1.2.1","2.0.0-M3","2.0.0-M3","1.2.1 2.0.0-M2"
"OPENJPA-1197","1.0.3","2.0.0-M3","2.0.0-M3","1.0.3 1.2.1"
"OPENJPA-1204","1.2.1","2.0.0-M3","2.0.0-M3","1.2.1 2.0.0-M2"
"OPENJPA-890","1.0.3","1.2.1","2.0.0-M3","1.0.3 1.1.0 1.2.0 2.0.0-M1 2.0.0-M2"
"OPENJPA-1211","2.0.0-M2","2.0.0-M3","2.0.0-M3","2.0.0-M2"
"OPENJPA-1218","2.0.0-M1","2.0.0-M3","2.0.0-M3","2.0.0-M1 2.0.0-M2 2.0.0"
"OPENJPA-1206","2.0.0-M2","2.0.0-M3","2.0.0-M3","2.0.0-M2 2.0.0"
"OPENJPA-1163","1.2.1","2.0.0-M3","2.0.0-M3","1.2.1 2.0.0-M2"
"OPENJPA-1232","2.0.0-M2","2.0.0-M3","2.0.0-M3","2.0.0-M2"
"OPENJPA-1244","1.0.3","2.0.0-M3","2.0.0-M3","1.0.3"
"OPENJPA-1242","2.0.0-M2","2.0.0-M3","2.0.0-M3","2.0.0-M2"
"OPENJPA-973","1.2.0","1.2.1","2.0.0-M3","1.2.0 2.0.0-M1 1.2.1 2.0.0-M2"
